כדי להגיע לכיוון מערב יש ללכת ימה,להגיע,VB
כדי להגיע לכיוון מערב יש ללכת ימה,ל,PREPOSITION
כדי להגיע לכיוון מערב יש ללכת ימה,כיוון,NNT
כדי להגיע לכיוון מערב יש ללכת ימה,מערב,NN
כדי להגיע לכיוון מערב יש ללכת ימה,יש,MD
כדי להגיע לכיוון מערב יש ללכת ימה,ללכת,VB
כדי להגיע לכיוון מערב יש ללכת ימה,ימה,RB
פתיח הוא דבר הניתן לפתיחה או לחלופין דברי פתיחה,פתיח,NN
פתיח הוא דבר הניתן לפתיחה או לחלופין דברי פתיחה,הוא,COP
פתיח הוא דבר הניתן לפתיחה או לחלופין דברי פתיחה,דבר,NN
פתיח הוא דבר הניתן לפתיחה או לחלופין דברי פתיחה,ה,REL
פתיח הוא דבר הניתן לפתיחה או לחלופין דברי פתיחה,ניתן,BN
פתיח הוא דבר הניתן לפתיחה או לחלופין דברי פתיחה,ל,PREPOSITION
פתיח הוא דבר הניתן לפתיחה או לחלופין דברי פתיחה,ה,DEF
פתיח הוא דבר הניתן לפתיחה או לחלופין דברי פתיחה,פתיחה,NN
פתיח הוא דבר הניתן לפתיחה או לחלופין דברי פתיחה,או,CC
פתיח הוא דבר הניתן לפתיחה או לחלופין דברי פתיחה,לחלופין,RB
פתיח הוא דבר הניתן לפתיחה או לחלופין דברי פתיחה,דברי,NNT
פתיח הוא דבר הניתן לפתיחה או לחלופין דברי פתיחה,פתיחה,NN
כדי להגיע לשאול יש ללכת שאולה,כדי,IN
כדי להגיע לשאול יש ללכת שאולה,להגיע,VB
כדי להגיע לשאול יש ללכת שאולה,ל,PREPOSITION
כדי להגיע לשאול יש ללכת שאולה,ה,DEF
כדי להגיע לשאול יש ללכת שאולה,שאול,NN
כדי להגיע לשאול יש ללכת שאולה,יש,EX
כדי להגיע לשאול יש ללכת שאולה,ל,PREPOSITION
כדי להגיע לשאול יש ללכת שאולה,לכת,NN
כדי להגיע לשאול יש ללכת שאולה,שאולה,JJ
שמור הוא שם תואר שפירושו ששומרים עליו ואילו שמורה היא צורת הנקבה של אותו שם תואר,שמור,JJ
שמור הוא שם תואר שפירושו ששומרים עליו ואילו שמורה היא צורת הנקבה של אותו שם תואר,הוא,PRP
שמור הוא שם תואר שפירושו ששומרים עליו ואילו שמורה היא צורת הנקבה של אותו שם תואר,שם,RB
שמור הוא שם תואר שפירושו ששומרים עליו ואילו שמורה היא צורת הנקבה של אותו שם תואר,תואר,VB
שמור הוא שם תואר שפירושו ששומרים עליו ואילו שמורה היא צורת הנקבה של אותו שם תואר,ש,REL
שמור הוא שם תואר שפירושו ששומרים עליו ואילו שמורה היא צורת הנקבה של אותו שם תואר,פירושו,NN
שמור הוא שם תואר שפירושו ששומרים עליו ואילו שמורה היא צורת הנקבה של אותו שם תואר,ש,REL
שמור הוא שם תואר שפירושו ששומרים עליו ואילו שמורה היא צורת הנקבה של אותו שם תואר,שומרים,BN
שמור הוא שם תואר שפירושו ששומרים עליו ואילו שמורה היא צורת הנקבה של אותו שם תואר,על,IN
שמור הוא שם תואר שפירושו ששומרים עליו ואילו שמורה היא צורת הנקבה של אותו שם תואר,הוא,S_PRN
שמור הוא שם תואר שפירושו ששומרים עליו ואילו שמורה היא צורת הנקבה של אותו שם תואר,ו,CONJ
שמור הוא שם תואר שפירושו ששומרים עליו ואילו שמורה היא צורת הנקבה של אותו שם תואר,אילו,CC
שמור הוא שם תואר שפירושו ששומרים עליו ואילו שמורה היא צורת הנקבה של אותו שם תואר,ש,REL
שמור הוא שם תואר שפירושו ששומרים עליו ואילו שמורה היא צורת הנקבה של אותו שם תואר,מורה,BN
שמור הוא שם תואר שפירושו ששומרים עליו ואילו שמורה היא צורת הנקבה של אותו שם תואר,היא,COP
שמור הוא שם תואר שפירושו ששומרים עליו ואילו שמורה היא צורת הנקבה של אותו שם תואר,צורת,NNT
שמור הוא שם תואר שפירושו ששומרים עליו ואילו שמורה היא צורת הנקבה של אותו שם תואר,ה,DEF
שמור הוא שם תואר שפירושו ששומרים עליו ואילו שמורה היא צורת הנקבה של אותו שם תואר,נקבה,NN
שמור הוא שם תואר שפירושו ששומרים עליו ואילו שמורה היא צורת הנקבה של אותו שם תואר,של,POS
שמור הוא שם תואר שפירושו ששומרים עליו ואילו שמורה היא צורת הנקבה של אותו שם תואר,את,AT
שמור הוא שם תואר שפירושו ששומרים עליו ואילו שמורה היא צורת הנקבה של אותו שם תואר,הוא,S_PRN
שמור הוא שם תואר שפירושו ששומרים עליו ואילו שמורה היא צורת הנקבה של אותו שם תואר,שם,RB
שמור הוא שם תואר שפירושו ששומרים עליו ואילו שמורה היא צורת הנקבה של אותו שם תואר,תואר,VB
שליח הוא גבר שנשלח לבצע תפקיד מסויים שליחה היא אישה שנשלחה לבצע תפקיד מסויים,שליח,NN
שליח הוא גבר שנשלח לבצע תפקיד מסויים שליחה היא אישה שנשלחה לבצע תפקיד מסויים,הוא,COP
שליח הוא גבר שנשלח לבצע תפקיד מסויים שליחה היא אישה שנשלחה לבצע תפקיד מסויים,גבר,NN
שליח הוא גבר שנשלח לבצע תפקיד מסויים שליחה היא אישה שנשלחה לבצע תפקיד מסויים,ש,REL
שליח הוא גבר שנשלח לבצע תפקיד מסויים שליחה היא אישה שנשלחה לבצע תפקיד מסויים,נשלח,VB
שליח הוא גבר שנשלח לבצע תפקיד מסויים שליחה היא אישה שנשלחה לבצע תפקיד מסויים,לבצע,VB
שליח הוא גבר שנשלח לבצע תפקיד מסויים שליחה היא אישה שנשלחה לבצע תפקיד מסויים,תפקיד,NN
שליח הוא גבר שנשלח לבצע תפקיד מסויים שליחה היא אישה שנשלחה לבצע תפקיד מסויים,מסויים,JJ
שליח הוא גבר שנשלח לבצע תפקיד מסויים שליחה היא אישה שנשלחה לבצע תפקיד מסויים,ש,REL
שליח הוא גבר שנשלח לבצע תפקיד מסויים שליחה היא אישה שנשלחה לבצע תפקיד מסויים,ליחה,NN
שליח הוא גבר שנשלח לבצע תפקיד מסויים שליחה היא אישה שנשלחה לבצע תפקיד מסויים,היא,COP
שליח הוא גבר שנשלח לבצע תפקיד מסויים שליחה היא אישה שנשלחה לבצע תפקיד מסויים,אישה,NN
שליח הוא גבר שנשלח לבצע תפקיד מסויים שליחה היא אישה שנשלחה לבצע תפקיד מסויים,ש,REL
שליח הוא גבר שנשלח לבצע תפקיד מסויים שליחה היא אישה שנשלחה לבצע תפקיד מסויים,נשלחה,VB
שליח הוא גבר שנשלח לבצע תפקיד מסויים שליחה היא אישה שנשלחה לבצע תפקיד מסויים,ל,PREPOSITION
שליח הוא גבר שנשלח לבצע תפקיד מסויים שליחה היא אישה שנשלחה לבצע תפקיד מסויים,ה,DEF
שליח הוא גבר שנשלח לבצע תפקיד מסויים שליחה היא אישה שנשלחה לבצע תפקיד מסויים,בצע,NN
שליח הוא גבר שנשלח לבצע תפקיד מסויים שליחה היא אישה שנשלחה לבצע תפקיד מסויים,תפקיד,NN
שליח הוא גבר שנשלח לבצע תפקיד מסויים שליחה היא אישה שנשלחה לבצע תפקיד מסויים,מסויים,JJ
להקהיל היא פעולת איסוף אנשים,להקהיל,VB
להקהיל היא פעולת איסוף אנשים,היא,COP
להקהיל היא פעולת איסוף אנשים,פעולת,NNT
להקהיל היא פעולת איסוף אנשים,איסוף,NNT
להקהיל היא פעולת איסוף אנשים,אנשים,NN
לקושש היא פעולת איסוף זרדים,לקושש,NNP
לקושש היא פעולת איסוף זרדים,היא,COP
לקושש היא פעולת איסוף זרדים,פעולת,NNT
לקושש היא פעולת איסוף זרדים,איסוף,NNT
לקושש היא פעולת איסוף זרדים,זרדים,NN
לסחוט היא פעולת מיצוי פירות (הוצאת המיץ מן הפירות),לסחוט,VB
לסחוט היא פעולת מיצוי פירות (הוצאת המיץ מן הפירות),היא,COP
לסחוט היא פעולת מיצוי פירות (הוצאת המיץ מן הפירות),פעולת,NNT
לסחוט היא פעולת מיצוי פירות (הוצאת המיץ מן הפירות),מיצוי,NNT
לסחוט היא פעולת מיצוי פירות (הוצאת המיץ מן הפירות),פירות,NN
לסחוט היא פעולת מיצוי פירות (הוצאת המיץ מן הפירות),(הוצאת,NNP
לסחוט היא פעולת מיצוי פירות (הוצאת המיץ מן הפירות),ה,DEF
לסחוט היא פעולת מיצוי פירות (הוצאת המיץ מן הפירות),מיץ,NN
לסחוט היא פעולת מיצוי פירות (הוצאת המיץ מן הפירות),מן,IN
לסחוט היא פעולת מיצוי פירות (הוצאת המיץ מן הפירות),ה,DEF
לסחוט היא פעולת מיצוי פירות (הוצאת המיץ מן הפירות),פירות),NN
לקלוע היא פעולת יצירת צמות,ל,PREPOSITION
לקלוע היא פעולת יצירת צמות,ה,DEF
לקלוע היא פעולת יצירת צמות,קלוע,BN
לקלוע היא פעולת יצירת צמות,היא,COP
לקלוע היא פעולת יצירת צמות,פעולת,NNT
לקלוע היא פעולת יצירת צמות,יצירת,NNT
לקלוע היא פעולת יצירת צמות,צמות,NN
להשקות היא פעולת מתן מים למישהו/משהו,ל,PREPOSITION
להשקות היא פעולת מתן מים למישהו/משהו,ה,DEF
להשקות היא פעולת מתן מים למישהו/משהו,השקות,NN
להשקות היא פעולת מתן מים למישהו/משהו,היא,COP
להשקות היא פעולת מתן מים למישהו/משהו,פעולת,NNT
להשקות היא פעולת מתן מים למישהו/משהו,מתן,NNT
להשקות היא פעולת מתן מים למישהו/משהו,מים,NN
להשקות היא פעולת מתן מים למישהו/משהו,ל,PREPOSITION
להשקות היא פעולת מתן מים למישהו/משהו,ה,DEF
להשקות היא פעולת מתן מים למישהו/משהו,מישהו/משהו,NN
אם נפרק סלע ליחידות קטנות יותר נקבל חצץ,אם,CC
אם נפרק סלע ליחידות קטנות יותר נקבל חצץ,נפרק,VB
אם נפרק סלע ליחידות קטנות יותר נקבל חצץ,סלע,NN
אם נפרק סלע ליחידות קטנות יותר נקבל חצץ,ל,PREPOSITION
אם נפרק סלע ליחידות קטנות יותר נקבל חצץ,יחידות,NN
אם נפרק סלע ליחידות קטנות יותר נקבל חצץ,קטנות,JJ
אם נפרק סלע ליחידות קטנות יותר נקבל חצץ,יותר,RB
אם נפרק סלע ליחידות קטנות יותר נקבל חצץ,נקבל,VB
אם נפרק סלע ליחידות קטנות יותר נקבל חצץ,חצץ,VB
פרוסות הן אחת מהמרכיבים של הכריך,פרוסות,NN
פרוסות הן אחת מהמרכיבים של הכריך,הן,COP
פרוסות הן אחת מהמרכיבים של הכריך,אחת,CD
פרוסות הן אחת מהמרכיבים של הכריך,מ,PREPOSITION
פרוסות הן אחת מהמרכיבים של הכריך,ה,DEF
פרוסות הן אחת מהמרכיבים של הכריך,מרכיבים,NN
פרוסות הן אחת מהמרכיבים של הכריך,של,POS
פרוסות הן אחת מהמרכיבים של הכריך,ה,DEF
פרוסות הן אחת מהמרכיבים של הכריך,כריך,NN
אם נפרק עוגייה ליחידות קטנות יותר נקבל פירורים,אם,CC
אם נפרק עוגייה ליחידות קטנות יותר נקבל פירורים,נפרק,VB
אם נפרק עוגייה ליחידות קטנות יותר נקבל פירורים,עוגייה,NN
אם נפרק עוגייה ליחידות קטנות יותר נקבל פירורים,ל,PREPOSITION
אם נפרק עוגייה ליחידות קטנות יותר נקבל פירורים,יחידות,NN
אם נפרק עוגייה ליחידות קטנות יותר נקבל פירורים,קטנות,JJ
אם נפרק עוגייה ליחידות קטנות יותר נקבל פירורים,יותר,RB
אם נפרק עוגייה ליחידות קטנות יותר נקבל פירורים,נקבל,VB
